"Entidad","Nit Entidad","Departamento Entidad","Ciudad Entidad","OrdenEntidad","Entidad Centralizada","ID del Proceso","Referencia del Proceso","PCI","ID del Portafolio","Nombre del Procedimiento","Descripción del Procedimiento","Fase","Fecha de Publicacion del Proceso","Fecha de Ultima Publicación","Fecha de Publicacion (Fase Planeacion Precalificacion)","Fecha de Publicacion (Fase Seleccion Precalificacion)","Fecha de Publicacion (Manifestacion de Interes)","Fecha de Publicacion (Fase Borrador)","Fecha de Publicacion (Fase Seleccion)","Precio Base","Modalidad de Contratacion","Justificación Modalidad de Contratación","Duracion","Unidad de Duracion","Fecha de Recepcion de Respuestas","Fecha de Apertura de Respuesta","Fecha de Apertura Efectiva","Ciudad de la Unidad de Contratación","Nombre de la Unidad de Contratación","Proveedores Invitados","Proveedores con Invitacion Directa","Visualizaciones del Procedimiento","Proveedores que Manifestaron Interes","Respuestas al Procedimiento","Respuestas Externas","Conteo de Respuestas a Ofertas","Proveedores Unicos con Respuestas","Numero de Lotes","Estado del Procedimiento","ID Estado del Procedimiento","Adjudicado","ID Adjudicacion","CodigoProveedor","Departamento Proveedor","Ciudad Proveedor","Fecha Adjudicacion","Valor Total Adjudicacion","Nombre del Adjudicador","Nombre del Proveedor Adjudicado","NIT del Proveedor Adjudicado","Codigo Principal de Categoria","Estado de Apertura del Proceso","Tipo de Contrato","Subtipo de Contrato","Categorias Adicionales","URLProceso","Codigo Entidad","Estado Resumen"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.8085061","226-2025","709543227","CO1.BDOS.7944696","PRESTACIÓN DE SERVICIOS","Contratar la prestación de servicios profesionales EN PSICOLOGIA con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud, haciendo énfasis en el fortalecimiento de la Atención Primaria en Salud, en el marco de la implementación del modelo de salud preventivo y predictivo que garantice el derecho fundamental a la salud e incida en los resultados en salud de las personas, familias y comunidades del territorio, dentro del desarrollo de la estrategia de Atención","Presentación de oferta","04/07/2025","04/07/2025",,,,,"04/07/2025","$9,500,000","Contratación régimen especial","Regla aplicable","27","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7962100","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.6282299","274-2024","709543227","CO1.BDOS.6160379","PRESTACION DE SERVICIOS","PRESTAR SERVICIOS DE APOYO JURÍDICO, EN CUMPLIMIENTO DE REQUISITOS PARA JUDICATURA, EN LAS DIFERENTES ACTIVIDADES QUE SE ADELANTAN EN LA OFICINA GRUPO DE GESTIÓN DEL TALENTO HUMANO DE LA EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","Presentación de oferta","05/23/2024","05/23/2024",,,,,"05/23/2024","$10,833,291","Contratación régimen especial","Regla aplicable","7","Mes(es)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6168837","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.3722420","513-2022","709543227","CO1.BDOS.3627015","SUMINISTROS","Suministro de reactivos e insumos generales de laboratorio clínico para la Empresa Social del Estado Pasto Salud E.S.E.","Presentación de oferta","12/12/2022","12/12/2022",,,,,"12/12/2022","$532,000","Contratación régimen especial","Regla aplicable","15","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.41116205","Abierto","Suministros","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3635371","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.6979223","751-2024","709543227","CO1.BDOS.6849015","PRESTACION DE SERVICIOS","Contratar la prestación de servicios como AUXILIAR DE ENFERMERIA con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el territorio asignado, haciendo enfasis en el fortalecimiento de la Atención Primaria en Salud, en el marco de la implementación del modelo de salud preventivo y predictivo que garantice el derecho fundamental a la salud e incida en los resultados en salud de las personas, familias y comunidades del territorio, dentro del desarrollo de la e","Presentación de oferta","10/08/2024","10/08/2024",,,,,"10/08/2024","$9,000,000","Contratación régimen especial","Regla aplicable","3","Mes(es)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6858879","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.6549628","503-2024","709543227","CO1.BDOS.6424507","PRESTACION DE SERVICIOS","PRESTAR EL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LOS MUEBLES DE USO ADMINISTRATIVO Y ASISTENCIAL, DE LA EMPRESA SOCIAL DEL ESTADO PASTO SALUD ESE","Presentación de oferta","07/22/2024","07/22/2024",,,,,"07/22/2024","$277,500,000","Contratación régimen especial","Regla aplicable","165","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.72153613","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6434240","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.9857448","0193-2026","709543227","CO1.BDOS.9689688","CONTRATO DE PRESTACIÓN DE SERVICIOS","Contratar la prestación de servicios profesionales en PSICOLOGIA con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el territorio asignado, haciendo énfasis en el fortalecimiento de la Atención Primaria en Salud","Presentación de oferta",,,,,,,,"$23,650,000","Contratación régimen especial","Regla aplicable","5","Mes(es)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9704514","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.10138358","0381-2026","709543227","CO1.BDOS.9971115","CONTRATO DE PRESTACIÓN DE SERVICIOS","Contratar la prestación de servicios como AUXILIAR DE ENFERMERIA con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el territorio asignado, haciendo énfasis en el fortalecimiento de la Atención Primaria en Salud","Presentación de oferta","02/06/2026","02/06/2026",,,,,"02/06/2026","$15,750,000","Contratación régimen especial","Regla aplicable","147","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9994713","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.8859618","719-2025","709543227","CO1.BDOS.8701579","CONTRATO DE PRESTACION DE SERVICIOS","Prestar los servicios profesionales como Diseñador Gráfico y Multimedia en la Empresa Social del Estado Pasto Salud E.S.E","Presentación de oferta","09/04/2025","09/04/2025",,,,,"09/04/2025","$13,410,368","Contratación régimen especial","Regla aplicable","109","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8725228","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.5892927","114-2024","709543227","CO1.BDOS.5775563","CONTRATO DE SUMINISTROS","Suministro de material odontológico para la Empresa Social del Estado PASTO SALUD ESE.","Presentación de oferta","03/05/2024","03/05/2024",,,,,"03/05/2024","$30,416,208","Contratación régimen especial","Regla aplicable","101","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.42151614","Abierto","Suministros","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5783837","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.5448481","473-2023","709543227","CO1.BDOS.5330220","CONTRATO DE SUMINISTROS - DISPAPELES SAS","CONTRATAR EL SUMINISTRO DE ELEMENTOS DE ASEO PARA DOTAR LAS 23 SEDES DE LA EMPRESA SOCIAL DEL ESTADO PASTO SALUD ESE. .","Presentación de oferta","12/21/2023","12/21/2023",,,,,"12/21/2023","$23,370,648","Contratación régimen especial","Regla aplicable","12","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.14111703","Abierto","Suministros","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5343998","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.10168947","0457-2026","709543227","CO1.BDOS.10001522","CONTRATO DE PRESTACION DE SERVICIOS","Contratar la prestación de servicios como AUXILIAR DE ENFERMERÍA con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el territorio asignado, haciendo énfasis en el fortalecimiento de la Atención Primaria en Salud, en el marco de la implementación del modelo de salud preventivo y predictivo que garantice el derecho fundamental a la salud e incida en los resultados en salud de las personas, familias y comunidades del territorio, dentro del desarrollo de la es","Presentación de oferta","02/13/2026","02/13/2026",,,,,"02/13/2026","$15,750,000","Contratación régimen especial","Regla aplicable","150","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10026723","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.8907112","830-2025","709543227","CO1.BDOS.8748741","CONTRATO DE PRESTACION DE SERVICIOS","Contratar la prestación de servicios como AUXILIAR DE ENFERMERÍA con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el territorio asignado, haciendo énfasis en el fortalecimiento de la atención primaria en salud, en el marco de la implementación del modelo de salud preventivo y predictivo que garantice el derecho fundamental a la salud e incida en los resultados en salud de las personas, familias y comunidades del territorio, dentro del desarrollo de la es","Presentación de oferta","09/12/2025","09/12/2025",,,,,"09/12/2025","$12,600,000","Contratación régimen especial","Regla aplicable","111","día(s)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8772410","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.9886922","0271-2026","709543227","CO1.BDOS.9718788","CONTRATO DE PRESTACIÓN DE SERVICIOS","Contratar la prestación de servicios como AUXILIAR DE ENFERMERÍA con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el territorio asignado, haciendo énfasis en el fortalecimiento de la Atención Primaria en Salud","Presentación de oferta","01/23/2026","01/23/2026",,,,,"01/23/2026","$9,450,000","Contratación régimen especial","Regla aplicable","3","Mes(es)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9735294","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.10195224","0487-2026","709543227","CO1.BDOS.10027327","PRESTACIÓN DE SERVICIOS","El contratista se compromete para con la Empresa Social del Estado PASTO SALUD ESE a prestar sus servicios como tecnólogo en promoción de la salud para el desarrollo de las actividades previstas en la problemática de Deficiente resolutividad en la atención integral en salud con enfoque diferencial, en el marco de la Política Pública de Salud Colectiva  La Salud en Todos los Derechos  y la Estrategia Ciudad Bienestar.","Presentación de oferta","02/20/2026","02/20/2026",,,,,"02/20/2026","$19,200,000","Contratación régimen especial","Regla aplicable","8","Mes(es)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10052662","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.6991044","814-2024","709543227","CO1.BDOS.6861187","PRESTACION DE SERVICIOS - CLARA MARIA ACOSTA","Contratar la prestación de servicios profesionales EN TERAPIA OCUPACIONAL con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el territorio asignado, haciendo enfasis en el fortalecimiento de la Atención Primaria en Salud, en el marco de la implementación del modelo de salud preventivo y predictivo que garantice el derecho fundamental a la salud e incida en los resultados en salud de las personas, familias y comunidades del territorio, dentro del desarr....","Presentación de oferta","10/10/2024","10/10/2024",,,,,"10/10/2024","$14,475,000","Contratación régimen especial","Regla aplicable","3","Mes(es)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6870691","709,543,227","Presentación de oferta"
"EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E.","900091143","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.7046399","914-2024","709543227","CO1.BDOS.6916023","PRESTACION DE SERVICIOS","Contratar la prestación de servicios como GESTOR COMUNITARIO con el fin de llevar a cabo las actividades descritas para los equipos básicos de salud en el territorio asignado, haciendo énfasis en el fortalecimiento de la Atención Primaria en Salud, en el marco de la implementación del modelo de salud preventivo y predictivo que garantice el derecho fundamental a la salud e incida en los resultados en salud de las personas, familias y comunidades del territorio, dentro del desarrollo de la estrat","Presentación de oferta","10/21/2024","10/21/2024",,,,,"10/21/2024","$7,500,000","Contratación régimen especial","Regla aplicable","3","Mes(es)",,,,"Pasto","Oficina Asesora Jurídica Pasto Salud","0","0","0","0","0","0","0","0","0","Publicado","50","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6926407","709,543,227","Presentación de oferta"
